ImagePath,TrueLabel,PredictedLabel
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232331_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232332.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232332_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232332_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232332_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232333_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232336_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232337.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232337_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232340_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232342_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232343_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232344.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232345.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232347_aug_r-3.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232347_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232348_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232351_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232353_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232353_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232354.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232354_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232355_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232357_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232357_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232365_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232366_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232367_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232368_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232370_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232372_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232373.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232374_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232375_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232376_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232376_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232377.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232377_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232381_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232381_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232382_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232385_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232386.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232387_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232388_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232389.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232390_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232392_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232394_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232396_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232396_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232397.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232398_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232399_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232399_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232400.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232400_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232400_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232401.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232401_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232403_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232403_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232405_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232407_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232408_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232415_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232421_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232422_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232422_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232424.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232424_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232427_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232429.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232430_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232432.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232434_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232435_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232436_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232437_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232441_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232442_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232450_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232454_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232457.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232457_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232457_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232457_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232460_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232460_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232461.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232461_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232463_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232464.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232465_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232466_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232466_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232470_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232471_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232474.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232474_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232474_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232475.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232475_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232477_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232477_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232479.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232480_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232482.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232483_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232485.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232486.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232487_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232489.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232489_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232490.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232491_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232492_aug_r-3.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232500_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232502_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232502_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232504_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232505.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232506_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232506_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232507.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232508_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232509_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232510_aug_r3.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232511_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232511_aug_r-5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232512_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232513_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232513_aug_r3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232514_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232515_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232515_aug_r5.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232516_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232517_aug_r-3.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232519.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232523.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232531.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232534.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232536.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232543.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232552.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232555.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232563.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232570.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232574.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232575.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\232580.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278411.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278419.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278421.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278426.jpg,Academic_Art,Primitivism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278447.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278449.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278456.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278480.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278485.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278493.jpg,Academic_Art,Rococo
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278496.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278498.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278501.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278504.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278505.jpg,Academic_Art,Art_Nouveau
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278509.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278522.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278594.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278624.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278640.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278646.jpg,Academic_Art,Symbolism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278665.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278668.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278669.jpg,Academic_Art,Art_Nouveau
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278672.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278678.jpg,Academic_Art,Neoclassicism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278685.jpg,Academic_Art,Primitivism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278688.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278690.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278698.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\278701.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294959.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294961.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294962.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294964.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294969.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294980.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294983.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294986.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294994.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\294998.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295001.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295008.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295032.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295033.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295035.jpg,Academic_Art,Art_Nouveau
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295036.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295041.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295673.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295677.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295688.jpg,Academic_Art,Art_Nouveau
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295694.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\295695.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\308693.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\308701.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\308702.jpg,Academic_Art,Realism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\308712.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\340296.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\340324.jpg,Academic_Art,Primitivism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\340330.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\340332.jpg,Academic_Art,Rococo
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\340350.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559808851.jpg,Academic_Art,Japanese_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559828768.jpg,Academic_Art,Romanticism
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559840880.jpg,Academic_Art,Renaissance
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559840883.jpg,Academic_Art,Rococo
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559844030.jpg,Academic_Art,Art_Nouveau
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559844038.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559844061.jpg,Academic_Art,Baroque
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559844070.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845576.jpg,Academic_Art,Academic_Art
C:\Users\Dominik\Desktop\outData\split\test\Academic_Art\9223372032559845577.jpg,Academic_Art,Art_Nouveau
